"","trial","outcome_condition","rt","chose_risky","key_pressed","reward","color","session","total_earned","participant","condition","video","age","gender","risk_first_to_mind","total_risk","judged_percent","block","last_risk","experiment"
"41",41,"first_win","286",FALSE,"right",0.5,"3","first_time",0.5,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,0,"Gain"
"42",42,"first_win","793",FALSE,"right",0.5,"3","first_time",0.5125,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,0,"Gain"
"43",43,"first_win","367",TRUE,"left",0,"4","first_time",0.5125,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,0,"Gain"
"44",44,"first_win","272",FALSE,"right",0.5,"3","first_time",0.525,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,0,"Gain"
"45",45,"first_win","593",FALSE,"right",0.5,"3","first_time",0.5375,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,0,"Gain"
"46",46,"first_win","416",TRUE,"left",1,"4","first_time",0.5625,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,0,"Gain"
"47",47,"first_win","374",FALSE,"right",0.5,"3","first_time",0.575,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,1,"Gain"
"48",48,"first_win","307",FALSE,"right",0.5,"3","first_time",0.5875,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,1,"Gain"
"49",49,"first_win","327",FALSE,"right",0.5,"3","first_time",0.6,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,1,"Gain"
"50",50,"first_win","267",FALSE,"right",0.5,"3","first_time",0.6125,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,1,"Gain"
"51",51,"first_win","336",TRUE,"left",0,"4","first_time",0.6125,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,1,"Gain"
"52",52,"first_win","457",TRUE,"left",1,"4","first_time",0.6375,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,0,"Gain"
"53",53,"first_win","334",FALSE,"right",0.5,"3","first_time",0.65,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,1,"Gain"
"54",54,"first_win","563",TRUE,"left",0,"4","first_time",0.65,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,1,"Gain"
"55",55,"first_win","303",TRUE,"left",1,"4","first_time",0.675,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,0,"Gain"
"56",56,"first_win","450",FALSE,"right",0.5,"3","first_time",0.6875,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,1,"Gain"
"57",57,"first_win","381",FALSE,"right",0.5,"3","first_time",0.7,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,1,"Gain"
"58",58,"first_win","583",FALSE,"right",0.5,"3","first_time",0.7125,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,1,"Gain"
"59",59,"first_win","243",TRUE,"left",0,"4","first_time",0.7125,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,1,"Gain"
"60",60,"first_win","267",TRUE,"left",0,"4","first_time",0.7125,"cd1","General","Restaurant",31,"F",2.5,0.43,0,3,0,"Gain"
"61",61,"first_win","2441",TRUE,"left",1,"4","first_time",0.7375,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,0,"Gain"
"62",62,"first_win","463",TRUE,"left",0,"4","first_time",0.7375,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,1,"Gain"
"63",63,"first_win","351",FALSE,"right",0.5,"3","first_time",0.75,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,0,"Gain"
"64",64,"first_win","711",FALSE,"right",0.5,"3","first_time",0.7625,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,0,"Gain"
"65",65,"first_win","275",FALSE,"right",0.5,"3","first_time",0.775,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,0,"Gain"
"66",66,"first_win","551",FALSE,"right",0.5,"3","first_time",0.7875,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,0,"Gain"
"67",67,"first_win","275",TRUE,"left",1,"4","first_time",0.8125,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,0,"Gain"
"68",68,"first_win","388",FALSE,"right",0.5,"3","first_time",0.825,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,1,"Gain"
"69",69,"first_win","742",FALSE,"right",0.5,"3","first_time",0.8375,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,1,"Gain"
"70",70,"first_win","395",FALSE,"right",0.5,"3","first_time",0.85,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,1,"Gain"
"71",71,"first_win","496",TRUE,"left",1,"4","first_time",0.875,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,1,"Gain"
"72",72,"first_win","400",FALSE,"right",0.5,"3","first_time",0.8875,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,1,"Gain"
"73",73,"first_win","271",FALSE,"right",0.5,"3","first_time",0.9,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,1,"Gain"
"74",74,"first_win","293",FALSE,"right",0.5,"3","first_time",0.9125,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,1,"Gain"
"75",75,"first_win","368",FALSE,"right",0.5,"3","first_time",0.925,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,1,"Gain"
"76",76,"first_win","284",TRUE,"left",1,"4","first_time",0.95,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,1,"Gain"
"77",77,"first_win","272",FALSE,"right",0.5,"3","first_time",0.9625,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,1,"Gain"
"78",78,"first_win","246",FALSE,"right",0.5,"3","first_time",0.975,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,1,"Gain"
"79",79,"first_win","377",FALSE,"right",0.5,"3","first_time",0.9875,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,1,"Gain"
"80",80,"first_win","1028",TRUE,"left",1,"4","first_time",1.0125,"cd1","General","Restaurant",31,"F",2.5,0.43,0,4,1,"Gain"
"81",81,"first_win","294",FALSE,"right",0.5,"3","first_time",1.025,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,1,"Gain"
"82",82,"first_win","298",FALSE,"right",0.5,"3","first_time",1.0375,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,1,"Gain"
"83",83,"first_win","253",FALSE,"right",0.5,"3","first_time",1.05,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,1,"Gain"
"84",84,"first_win","242",TRUE,"left",0,"4","first_time",1.05,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,1,"Gain"
"85",85,"first_win","270",TRUE,"left",1,"4","first_time",1.075,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,0,"Gain"
"86",86,"first_win","282",FALSE,"right",0.5,"3","first_time",1.0875,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,1,"Gain"
"87",87,"first_win","372",FALSE,"right",0.5,"3","first_time",1.1,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,1,"Gain"
"88",88,"first_win","394",FALSE,"right",0.5,"3","first_time",1.1125,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,1,"Gain"
"89",89,"first_win","628",FALSE,"right",0.5,"3","first_time",1.125,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,1,"Gain"
"90",90,"first_win","529",TRUE,"left",1,"4","first_time",1.15,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,1,"Gain"
"91",91,"first_win","569",FALSE,"right",0.5,"3","first_time",1.1625,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,1,"Gain"
"92",92,"first_win","342",FALSE,"right",0.5,"3","first_time",1.175,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,1,"Gain"
"93",93,"first_win","308",FALSE,"right",0.5,"3","first_time",1.1875,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,1,"Gain"
"94",94,"first_win","193",FALSE,"right",0.5,"3","first_time",1.2,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,1,"Gain"
"95",95,"first_win","296",TRUE,"left",0,"4","first_time",1.2,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,1,"Gain"
"96",96,"first_win","170",TRUE,"left",0,"4","first_time",1.2,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,0,"Gain"
"97",97,"first_win","272",TRUE,"left",0,"4","first_time",1.2,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,0,"Gain"
"98",98,"first_win","413",TRUE,"left",0,"4","first_time",1.2,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,0,"Gain"
"99",99,"first_win","486",TRUE,"left",0,"4","first_time",1.2,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,0,"Gain"
"100",100,"first_win","74",FALSE,"right",0.5,"3","first_time",1.2125,"cd1","General","Restaurant",31,"F",2.5,0.43,0,5,0,"Gain"
"220",1,"second_win","-1",NA,NA,-1,NA,"first_time",0,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,NA,"Gain"
"221",2,"second_win","1238",TRUE,"right",0,"4","first_time",0,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,NA,"Gain"
"222",3,"second_win","2064",FALSE,"left",0.5,"2","first_time",0.0125,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,0,"Gain"
"223",4,"second_win","1918",FALSE,"left",0.5,"2","first_time",0.025,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,0,"Gain"
"224",5,"second_win","1402",TRUE,"right",1,"4","first_time",0.05,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,0,"Gain"
"225",6,"second_win","1416",FALSE,"left",0.5,"2","first_time",0.0625,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,1,"Gain"
"226",7,"second_win","1522",TRUE,"right",0,"4","first_time",0.0625,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,1,"Gain"
"227",8,"second_win","824",FALSE,"left",0.5,"2","first_time",0.075,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,0,"Gain"
"228",9,"second_win","1760",TRUE,"right",1,"4","first_time",0.1,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,0,"Gain"
"229",10,"second_win","724",TRUE,"right",0,"4","first_time",0.1,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,1,"Gain"
"230",11,"second_win","431",FALSE,"left",0.5,"2","first_time",0.1125,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,0,"Gain"
"231",12,"second_win","463",FALSE,"left",0.5,"2","first_time",0.125,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,0,"Gain"
"232",13,"second_win","1086",FALSE,"left",0.5,"2","first_time",0.1375,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,0,"Gain"
"233",14,"second_win","451",TRUE,"right",1,"4","first_time",0.1625,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,0,"Gain"
"234",15,"second_win","397",FALSE,"left",0.5,"2","first_time",0.175,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,1,"Gain"
"235",16,"second_win","593",TRUE,"right",0,"4","first_time",0.175,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,1,"Gain"
"236",17,"second_win","645",TRUE,"right",0,"4","first_time",0.175,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,0,"Gain"
"237",18,"second_win","394",TRUE,"right",0,"4","first_time",0.175,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,0,"Gain"
"238",19,"second_win","301",FALSE,"left",0.5,"2","first_time",0.1875,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,0,"Gain"
"239",20,"second_win","433",FALSE,"left",0.5,"2","first_time",0.2,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,1,0,"Gain"
"240",21,"second_win","537",FALSE,"left",0.5,"2","first_time",0.2125,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,0,"Gain"
"241",22,"second_win","476",TRUE,"right",1,"4","first_time",0.2375,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,0,"Gain"
"242",23,"second_win","505",FALSE,"left",0.5,"2","first_time",0.25,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,1,"Gain"
"243",24,"second_win","861",FALSE,"left",0.5,"2","first_time",0.2625,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,1,"Gain"
"244",25,"second_win","816",FALSE,"left",0.5,"2","first_time",0.275,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,1,"Gain"
"245",26,"second_win","1387",TRUE,"right",1,"4","first_time",0.3,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,1,"Gain"
"246",27,"second_win","351",FALSE,"left",0.5,"2","first_time",0.3125,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,1,"Gain"
"247",28,"second_win","276",FALSE,"left",0.5,"2","first_time",0.325,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,1,"Gain"
"248",29,"second_win","1",FALSE,"left",0.5,"2","first_time",0.3375,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,1,"Gain"
"249",30,"second_win","242",TRUE,"right",0,"4","first_time",0.3375,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,1,"Gain"
"250",31,"second_win","470",FALSE,"left",0.5,"2","first_time",0.35,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,0,"Gain"
"251",32,"second_win","632",TRUE,"right",1,"4","first_time",0.375,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,0,"Gain"
"252",33,"second_win","364",FALSE,"left",0.5,"2","first_time",0.3875,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,1,"Gain"
"253",34,"second_win","905",FALSE,"left",0.5,"2","first_time",0.4,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,1,"Gain"
"254",35,"second_win","735",TRUE,"right",0,"4","first_time",0.4,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,1,"Gain"
"255",36,"second_win","346",FALSE,"left",0.5,"2","first_time",0.4125,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,0,"Gain"
"256",37,"second_win","423",FALSE,"left",0.5,"2","first_time",0.425,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,0,"Gain"
"257",38,"second_win","532",FALSE,"left",0.5,"2","first_time",0.4375,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,0,"Gain"
"258",39,"second_win","494",FALSE,"left",0.5,"2","first_time",0.45,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,0,"Gain"
"259",40,"second_win","279",TRUE,"right",0,"4","first_time",0.45,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,2,0,"Gain"
"260",41,"second_win","297",FALSE,"left",0.5,"2","first_time",0.4625,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,0,"Gain"
"261",42,"second_win","325",TRUE,"right",1,"4","first_time",0.4875,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,0,"Gain"
"262",43,"second_win","545",FALSE,"left",0.5,"2","first_time",0.5,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,1,"Gain"
"263",44,"second_win","551",FALSE,"left",0.5,"2","first_time",0.5125,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,1,"Gain"
"264",45,"second_win","716",TRUE,"right",0,"4","first_time",0.5125,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,1,"Gain"
"265",46,"second_win","268",FALSE,"left",0.5,"2","first_time",0.525,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,0,"Gain"
"266",47,"second_win","551",FALSE,"left",0.5,"2","first_time",0.5375,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,0,"Gain"
"267",48,"second_win","277",FALSE,"left",0.5,"2","first_time",0.55,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,0,"Gain"
"268",49,"second_win","357",FALSE,"left",0.5,"2","first_time",0.5625,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,0,"Gain"
"269",50,"second_win","565",TRUE,"right",1,"4","first_time",0.5875,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,0,"Gain"
"270",51,"second_win","392",FALSE,"left",0.5,"2","first_time",0.6,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,1,"Gain"
"271",52,"second_win","1061",FALSE,"left",0.5,"2","first_time",0.6125,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,1,"Gain"
"272",53,"second_win","772",TRUE,"right",0,"4","first_time",0.6125,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,1,"Gain"
"273",54,"second_win","311",FALSE,"left",0.5,"2","first_time",0.625,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,0,"Gain"
"274",55,"second_win","595",FALSE,"left",0.5,"2","first_time",0.6375,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,0,"Gain"
"275",56,"second_win","501",FALSE,"left",0.5,"2","first_time",0.65,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,0,"Gain"
"276",57,"second_win","659",TRUE,"right",1,"4","first_time",0.675,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,0,"Gain"
"277",58,"second_win","374",FALSE,"left",0.5,"2","first_time",0.6875,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,1,"Gain"
"278",59,"second_win","383",FALSE,"left",0.5,"2","first_time",0.7,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,1,"Gain"
"279",60,"second_win","304",FALSE,"left",0.5,"2","first_time",0.7125,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,3,1,"Gain"
"280",61,"second_win","277",FALSE,"left",0.5,"2","first_time",0.725,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,1,"Gain"
"281",62,"second_win","382",FALSE,"left",0.5,"2","first_time",0.7375,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,1,"Gain"
"282",63,"second_win","769",FALSE,"left",0.5,"2","first_time",0.75,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,1,"Gain"
"283",64,"second_win","902",TRUE,"right",0,"4","first_time",0.75,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,1,"Gain"
"284",65,"second_win","465",FALSE,"left",0.5,"2","first_time",0.7625,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,0,"Gain"
"285",66,"second_win","381",FALSE,"left",0.5,"2","first_time",0.775,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,0,"Gain"
"286",67,"second_win","289",TRUE,"right",0,"4","first_time",0.775,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,0,"Gain"
"287",68,"second_win","369",FALSE,"left",0.5,"2","first_time",0.7875,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,0,"Gain"
"288",69,"second_win","575",TRUE,"right",0,"4","first_time",0.7875,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,0,"Gain"
"289",70,"second_win","323",FALSE,"left",0.5,"2","first_time",0.8,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,0,"Gain"
"290",71,"second_win","215",FALSE,"left",0.5,"2","first_time",0.8125,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,0,"Gain"
"291",72,"second_win","348",FALSE,"left",0.5,"2","first_time",0.825,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,0,"Gain"
"292",73,"second_win","248",FALSE,"left",0.5,"2","first_time",0.8375,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,0,"Gain"
"293",74,"second_win","221",FALSE,"left",0.5,"2","first_time",0.85,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,0,"Gain"
"294",75,"second_win","409",FALSE,"left",0.5,"2","first_time",0.8625,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,0,"Gain"
"295",76,"second_win","343",FALSE,"left",0.5,"2","first_time",0.875,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,0,"Gain"
"296",77,"second_win","419",FALSE,"left",0.5,"2","first_time",0.8875,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,0,"Gain"
"297",78,"second_win","499",FALSE,"left",0.5,"2","first_time",0.9,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,0,"Gain"
"298",79,"second_win","872",FALSE,"left",0.5,"2","first_time",0.9125,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,0,"Gain"
"299",80,"second_win","475",TRUE,"right",0,"4","first_time",0.9125,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,4,0,"Gain"
"300",81,"second_win","383",FALSE,"left",0.5,"2","first_time",0.925,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,5,0,"Gain"
"301",82,"second_win","339",TRUE,"right",1,"4","first_time",0.95,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,5,0,"Gain"
"302",83,"second_win","967",TRUE,"right",0,"4","first_time",0.95,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,5,1,"Gain"
"303",84,"second_win","420",FALSE,"left",0.5,"2","first_time",0.9625,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,5,0,"Gain"
"304",85,"second_win","513",FALSE,"left",0.5,"2","first_time",0.975,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,5,0,"Gain"
"305",86,"second_win","331",TRUE,"right",1,"4","first_time",1,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,5,0,"Gain"
"306",87,"second_win","508",FALSE,"left",0.5,"2","first_time",1.0125,"cd2","General","Restaurant",34,"F",0,0.303030303030303,0,5,1,"Gain"
